Age,Gender,College_Tier,Specialization,CGPA,DSA_Problems_Solved,Internships,Certifications,Projects_Count,Communication_Skills,Aptitude_Test_Score,LeetCode_Rating,GitHub_Contributions,Hackathons_Participated,AI_ML_Skill_Level,System_Design_Knowledge,Resume_Score,Mock_Interview_Score,Placement_Status,Salary_LPA
19,Other,Tier 3,Electronics,8.07,74,1,1,1,82,54,1865,180,3,7,6,64,43,1,11.64
21,Female,Tier 3,AI/ML,7.2,0,0,1,9,76,40,1733,243,1,3,1,99,57,1,9.98
18,Male,Tier 2,Data Science,7.19,313,0,4,4,40,60,1370,0,3,1,7,50,47,1,12.21
19,Female,Tier 3,Electronics,8.41,352,3,1,12,47,62,1938,109,7,2,8,61,55,1,14.31
24,Female,Tier 2,Mechanical,6.5,118,4,9,9,85,87,994,147,0,4,6,88,85,1,13.38
25,Male,Tier 2,Information Technology,8.3,0,2,3,11,82,46,1542,258,4,4,1,52,86,1,13.48
22,Male,Tier 3,Mechanical,8.1,601,2,6,5,41,99,1927,5,7,6,2,64,36,1,13.06
22,Male,Tier 1,Information Technology,7.56,240,2,0,8,45,53,1909,118,1,5,6,79,58,1,12.81
24,Male,Tier 1,AI/ML,8.28,38,2,4,9,40,56,1620,69,7,9,5,94,88,1,16.28
24,Other,Tier 2,Civil,6.83,326,0,10,9,66,66,1258,0,6,4,9,83,45,1,11.39
25,Female,Tier 1,Electronics,5.9,474,3,9,7,48,50,1647,178,0,6,10,76,61,1,12.05
20,Other,Tier 3,Information Technology,7.18,0,0,0,10,89,57,1587,28,8,9,2,99,41,1,13.08
18,Male,Tier 3,Civil,6.1,342,4,2,1,86,100,1513,14,3,2,3,45,42,1,14.98
19,Female,Tier 2,Electronics,7.0,117,4,2,6,87,70,1812,75,2,3,3,80,79,1,12.96
24,Other,Tier 3,Computer Science,8.73,309,3,7,8,61,78,1666,111,8,8,4,62,52,1,14.16
20,Other,Tier 3,Information Technology,6.87,0,1,6,9,44,94,1685,167,7,2,8,68,95,1,7.82
20,Other,Tier 1,Computer Science,7.58,0,3,4,10,89,82,2197,74,7,3,2,49,48,1,12.03
22,Male,Tier 3,Computer Science,7.95,320,1,3,2,69,100,914,123,3,7,7,73,68,1,14.01
24,Female,Tier 2,Civil,6.36,368,2,6,4,66,57,1004,168,1,5,8,74,58,1,9.0
18,Female,Tier 3,Mechanical,6.78,5,2,3,2,86,99,1730,220,6,6,9,78,65,1,16.04
18,Female,Tier 2,Data Science,6.79,134,0,7,6,74,44,1804,124,7,10,10,76,53,1,11.15
20,Female,Tier 3,AI/ML,6.55,254,2,3,2,88,81,1877,35,3,3,1,49,70,1,14.18
24,Male,Tier 2,Data Science,7.02,432,2,5,9,71,77,1377,187,4,5,4,50,62,1,10.86
18,Other,Tier 2,Electronics,7.62,347,3,4,11,49,91,800,250,1,7,9,65,71,1,11.39
20,Male,Tier 3,AI/ML,8.28,175,1,9,2,65,65,1718,154,7,10,6,70,89,1,13.63
20,Male,Tier 2,AI/ML,6.31,213,1,7,11,56,50,1281,149,4,10,9,45,84,1,12.92
21,Other,Tier 3,Mechanical,6.4,65,3,10,9,94,77,1305,113,2,1,5,57,97,1,10.01
19,Other,Tier 3,Mechanical,7.58,216,2,1,11,65,82,1794,149,8,6,10,96,90,1,14.46
18,Other,Tier 3,Electronics,6.63,442,0,0,4,92,68,1539,225,0,3,1,57,75,1,11.95
21,Male,Tier 2,Data Science,7.0,159,1,1,6,44,42,1485,97,5,7,2,95,53,1,10.99
23,Other,Tier 3,AI/ML,6.14,538,2,0,1,99,70,976,0,0,3,9,72,49,1,11.98
20,Male,Tier 3,Computer Science,6.48,205,3,5,10,97,92,970,152,0,6,10,63,75,1,13.65
24,Female,Tier 2,Electronics,8.15,332,4,0,8,55,86,1348,0,7,9,1,92,37,1,14.43
21,Other,Tier 2,Data Science,6.35,84,0,4,7,54,81,1903,231,2,4,7,91,89,1,9.25
23,Other,Tier 1,Computer Science,8.01,288,3,2,4,76,60,1245,127,8,6,6,82,35,1,10.38
18,Other,Tier 2,Information Technology,5.63,313,0,9,1,85,51,1779,192,8,6,9,81,99,1,8.2
22,Male,Tier 2,Data Science,8.08,349,2,10,7,57,99,1610,108,6,4,7,93,39,1,12.02
19,Other,Tier 1,Civil,7.93,369,0,6,3,70,43,1377,154,2,10,8,59,66,1,14.27
25,Female,Tier 2,Computer Science,7.1,145,3,0,10,88,53,1474,189,2,1,2,70,48,1,10.35
23,Other,Tier 1,Mechanical,8.36,139,0,4,4,90,52,2086,183,4,3,10,58,57,1,10.71
25,Other,Tier 3,Mechanical,5.85,167,0,8,3,52,67,1343,93,1,10,9,91,46,1,10.34
20,Other,Tier 2,Electronics,7.23,236,2,10,5,53,66,1174,204,0,10,6,94,68,1,16.43
25,Male,Tier 2,Information Technology,7.21,392,1,1,2,68,42,1674,71,2,1,8,86,63,1,11.64
25,Female,Tier 2,Electronics,6.32,109,3,0,5,42,94,1663,161,5,5,10,56,81,1,13.56
25,Other,Tier 3,Computer Science,7.34,0,1,7,12,72,75,925,149,5,4,10,54,52,1,13.24
20,Female,Tier 3,Information Technology,6.49,504,3,9,7,71,77,1226,214,2,7,9,97,39,1,10.07
23,Female,Tier 2,Electronics,6.37,302,4,1,2,86,66,1339,186,1,4,1,54,90,1,13.62
18,Other,Tier 1,Mechanical,8.64,175,2,3,1,72,96,1067,101,6,4,3,75,43,1,12.69
18,Other,Tier 1,Electronics,6.53,119,2,7,4,98,84,948,223,4,7,2,61,57,1,9.75
25,Female,Tier 2,Data Science,7.12,269,3,5,8,53,98,1575,116,7,6,5,65,74,1,10.72
20,Male,Tier 1,Mechanical,6.41,241,0,9,1,80,60,1447,24,5,4,7,79,73,1,11.58
20,Male,Tier 1,AI/ML,6.3,500,1,8,1,71,83,800,162,3,6,3,81,81,1,11.82
19,Female,Tier 3,Data Science,7.02,342,3,3,10,54,48,1195,94,5,3,6,97,74,1,10.43
20,Other,Tier 1,Mechanical,8.54,168,0,8,11,48,87,1248,224,0,4,4,45,43,1,8.62
23,Female,Tier 3,Information Technology,8.85,234,0,7,3,67,100,1804,161,1,6,10,69,54,1,8.98
24,Male,Tier 2,Data Science,7.87,89,2,1,11,82,89,1364,255,4,8,9,59,95,1,12.97
20,Male,Tier 2,Mechanical,8.32,105,3,4,6,59,42,1965,110,3,4,5,75,93,1,14.84
20,Male,Tier 2,Computer Science,7.1,253,1,6,2,65,87,975,79,4,7,2,91,99,1,11.03
20,Other,Tier 3,AI/ML,5.89,261,2,6,7,59,75,1940,48,7,6,8,95,79,1,15.26
23,Male,Tier 2,Information Technology,7.06,181,2,0,4,80,62,1355,299,2,8,7,95,90,1,14.2
21,Male,Tier 2,Information Technology,7.58,341,1,0,12,91,66,988,208,3,10,6,74,92,1,12.11
24,Female,Tier 2,Data Science,6.25,180,1,10,11,86,80,1365,120,8,5,8,99,61,1,10.59
19,Male,Tier 2,AI/ML,6.65,151,2,9,8,80,98,1462,0,2,3,2,97,61,1,11.67
24,Other,Tier 3,Electronics,8.47,296,2,8,7,59,82,1709,230,0,6,9,66,69,1,15.23
22,Other,Tier 3,Electronics,6.62,175,2,7,7,55,89,1489,21,1,6,10,78,55,1,17.55
22,Male,Tier 3,Data Science,7.21,474,1,4,5,41,75,1392,125,1,3,2,82,55,1,11.28
20,Female,Tier 1,Data Science,8.48,622,1,8,3,71,41,938,100,7,6,5,89,68,1,14.13
18,Female,Tier 1,Electronics,5.45,155,0,5,2,87,68,1598,80,2,7,10,55,95,1,10.51
24,Other,Tier 3,AI/ML,7.7,171,1,7,10,91,65,1114,41,8,3,7,97,90,1,7.28
22,Other,Tier 3,Computer Science,7.74,225,1,0,3,68,72,1873,171,0,3,2,100,56,1,11.95
20,Male,Tier 3,Civil,7.56,0,4,4,6,47,67,1575,103,4,4,9,64,83,1,12.61
23,Female,Tier 2,Computer Science,6.77,349,1,5,2,72,66,1250,100,4,10,8,72,94,1,14.26
25,Female,Tier 3,Information Technology,6.94,276,2,1,10,95,78,1413,208,0,7,1,61,84,1,13.39
21,Female,Tier 2,Electronics,5.56,369,4,0,1,66,39,1222,78,2,8,9,77,43,1,13.22
18,Female,Tier 2,Data Science,9.4,328,2,5,6,50,48,2122,124,4,9,8,55,61,1,17.09
24,Other,Tier 3,Information Technology,8.99,373,3,1,5,73,84,1594,10,0,5,2,91,68,1,12.76
24,Other,Tier 3,Computer Science,7.5,401,2,2,10,92,55,1402,173,1,3,2,80,48,1,10.61
23,Female,Tier 2,Mechanical,6.56,322,0,7,2,57,95,1470,89,3,8,4,72,94,1,10.58
18,Other,Tier 2,Mechanical,5.7,246,2,0,12,64,60,939,95,1,8,3,87,62,1,12.02
18,Male,Tier 1,Computer Science,8.63,92,4,6,7,63,49,1617,133,4,1,8,98,65,1,11.89
20,Male,Tier 2,Information Technology,7.26,51,0,6,2,96,95,1471,102,4,1,3,96,96,1,11.88
19,Female,Tier 3,Data Science,6.49,0,0,8,4,79,51,1247,169,5,5,8,80,51,1,10.99
25,Female,Tier 2,Mechanical,6.63,431,0,8,12,66,70,1352,182,2,1,1,68,47,1,9.65
23,Male,Tier 2,Computer Science,7.87,365,2,4,12,67,86,1919,57,8,4,1,57,95,1,14.04
18,Female,Tier 1,Civil,5.97,333,0,5,2,63,57,859,274,6,9,7,93,64,1,12.14
23,Female,Tier 1,Civil,7.43,3,0,9,6,54,84,1804,219,5,1,10,67,86,1,9.79
24,Female,Tier 2,Data Science,6.76,193,2,4,3,80,83,2054,112,7,1,5,98,93,1,11.44
21,Female,Tier 3,Information Technology,8.15,0,3,1,9,51,70,1421,97,6,3,7,59,45,1,13.82
20,Male,Tier 1,AI/ML,8.01,396,2,5,10,98,90,1367,108,5,6,3,58,44,1,13.66
25,Other,Tier 3,Mechanical,7.96,422,3,5,7,94,65,958,150,1,1,8,72,90,1,12.37
22,Other,Tier 3,AI/ML,9.25,84,2,8,12,69,84,1044,72,8,9,6,96,80,1,16.69
18,Male,Tier 3,Computer Science,7.8,167,1,1,11,48,36,1805,85,5,4,8,95,75,1,13.84
19,Male,Tier 3,Data Science,5.81,105,2,0,11,79,64,1304,115,6,10,3,54,91,1,11.37
23,Male,Tier 2,Mechanical,6.35,317,1,5,9,69,58,1736,57,2,5,3,71,72,1,8.6
22,Other,Tier 3,Mechanical,7.3,319,3,9,10,82,86,1082,253,6,6,2,79,73,1,11.98
21,Male,Tier 2,Information Technology,6.94,212,0,2,8,79,55,1165,265,0,4,8,61,97,1,8.88
24,Female,Tier 3,Civil,8.94,204,2,0,2,93,64,1345,68,5,6,1,76,80,1,15.72
19,Female,Tier 3,AI/ML,9.18,165,2,6,2,45,87,1344,237,6,5,9,95,71,1,12.01
21,Male,Tier 2,Computer Science,6.42,455,0,6,2,49,63,1597,50,0,5,7,55,57,1,11.88
24,Other,Tier 1,Civil,5.66,412,1,2,8,44,59,800,38,0,5,10,50,39,1,11.48
25,Male,Tier 3,Computer Science,5.94,251,0,9,3,85,77,1648,60,4,2,6,59,74,1,9.11
18,Male,Tier 3,Civil,8.04,317,3,2,6,64,65,1981,52,0,5,6,58,62,1,12.04
24,Female,Tier 2,Mechanical,8.52,306,3,3,8,73,81,1361,73,1,9,9,73,78,1,17.24
23,Male,Tier 3,Mechanical,6.81,366,0,3,11,90,92,1893,128,4,7,10,47,36,1,8.83
18,Other,Tier 3,AI/ML,7.77,416,2,9,11,50,88,1869,133,5,5,4,62,47,1,9.68
22,Other,Tier 3,AI/ML,6.75,175,1,8,10,94,43,1748,152,4,9,8,71,84,1,14.6
23,Female,Tier 1,Mechanical,6.52,281,1,4,10,71,90,800,87,7,5,6,75,82,1,8.45
18,Other,Tier 3,Mechanical,8.94,320,0,7,10,61,89,1599,22,4,8,9,83,98,1,13.29
21,Other,Tier 1,Electronics,7.86,119,0,5,1,56,97,1290,208,1,1,9,98,94,1,8.44
19,Male,Tier 3,Civil,6.77,127,2,9,8,57,100,1568,182,1,5,4,91,54,1,15.53
25,Female,Tier 1,Data Science,7.6,437,0,8,5,65,65,1578,10,1,4,10,69,62,1,11.36
24,Male,Tier 3,Mechanical,7.26,409,1,10,2,78,83,1417,90,1,2,10,83,40,1,9.4
23,Other,Tier 2,Civil,6.94,236,0,5,2,93,97,1658,54,3,9,1,56,46,1,16.93
19,Female,Tier 2,Electronics,6.3,58,3,5,8,65,84,1628,17,1,10,10,54,35,1,14.19
19,Female,Tier 1,Information Technology,6.51,347,2,10,4,87,96,1504,211,5,8,10,46,93,1,13.86
25,Female,Tier 2,Electronics,7.25,280,3,7,4,52,35,1110,64,4,1,4,77,74,1,12.64
19,Male,Tier 2,AI/ML,7.79,201,3,10,4,99,50,1375,88,5,9,6,92,75,1,15.78
22,Female,Tier 2,Electronics,7.2,342,2,9,5,68,67,1233,115,7,8,3,88,52,1,16.58
23,Other,Tier 1,Data Science,9.24,214,3,9,5,49,89,1910,221,6,5,10,81,91,1,16.63
23,Female,Tier 2,Computer Science,5.42,37,2,9,1,40,45,1272,80,4,2,7,73,80,1,8.51
23,Female,Tier 1,Computer Science,7.76,341,2,10,3,51,75,2076,71,2,2,8,77,55,1,10.91
18,Other,Tier 3,Civil,7.39,56,3,0,11,71,91,2104,91,8,4,8,65,40,1,13.05
20,Female,Tier 2,Civil,7.34,227,4,9,6,91,69,1353,308,0,4,5,60,94,1,14.04
25,Female,Tier 3,Information Technology,7.68,175,3,2,11,55,79,1665,122,4,5,9,79,75,1,14.24
18,Male,Tier 3,AI/ML,7.68,382,2,1,10,99,87,1694,118,0,2,10,52,40,1,12.16
24,Other,Tier 3,Computer Science,6.09,223,1,2,5,77,40,1487,193,8,4,3,68,65,1,6.04
20,Male,Tier 2,Mechanical,7.51,134,4,0,12,45,85,1721,226,0,8,10,56,46,1,15.11
22,Male,Tier 2,Information Technology,8.63,380,2,7,11,95,67,1498,0,2,4,6,91,42,1,14.27
20,Other,Tier 3,Civil,6.37,0,2,0,12,99,98,1065,227,3,10,5,52,39,1,13.75
21,Other,Tier 3,Civil,8.43,486,2,1,12,90,90,1546,73,8,5,10,46,35,1,11.53
19,Male,Tier 3,Electronics,7.14,116,0,6,6,43,47,1053,68,3,10,7,67,43,1,12.18
25,Male,Tier 1,Information Technology,6.96,236,0,8,5,71,74,1598,105,2,10,9,64,56,1,14.08
22,Female,Tier 1,Electronics,7.91,399,0,8,1,52,40,1408,20,6,5,10,56,72,1,11.35
25,Other,Tier 3,AI/ML,6.23,369,3,6,10,71,89,932,147,5,2,9,69,58,1,12.09
24,Male,Tier 2,Information Technology,7.93,290,1,10,5,62,82,1433,32,2,6,4,96,47,1,16.26
18,Male,Tier 3,Computer Science,7.15,197,0,0,2,72,50,1490,210,5,9,1,64,97,1,11.92
20,Other,Tier 3,Mechanical,8.35,280,1,4,11,50,38,1707,140,3,10,2,60,85,1,15.73
25,Male,Tier 2,Information Technology,8.08,314,3,1,11,69,75,2008,110,2,5,2,52,84,1,16.43
25,Female,Tier 3,Civil,6.58,310,3,1,7,94,41,1160,54,5,7,1,63,35,1,16.09
20,Other,Tier 3,Computer Science,9.29,225,2,9,8,49,77,1097,119,6,2,6,52,84,1,11.89
24,Female,Tier 1,AI/ML,8.5,340,1,6,5,74,73,1653,110,2,3,3,64,90,1,10.96
24,Other,Tier 3,Mechanical,8.26,233,3,8,10,92,81,1087,244,8,10,9,49,82,1,20.65
20,Male,Tier 1,Information Technology,7.36,303,3,0,11,42,40,2084,96,8,1,6,59,53,1,14.54
25,Other,Tier 3,Civil,6.63,322,0,5,12,100,39,1112,99,6,9,1,70,57,1,8.69
20,Other,Tier 2,AI/ML,7.69,309,1,10,12,41,70,1092,295,0,5,4,79,94,1,12.5
24,Male,Tier 2,Data Science,7.06,103,1,9,7,69,56,1723,48,7,8,7,74,44,1,14.28
23,Other,Tier 3,Information Technology,6.32,315,2,1,5,68,59,1382,182,2,10,6,76,81,1,10.85
23,Male,Tier 2,Electronics,7.66,102,2,6,5,95,95,1223,166,2,10,6,74,72,1,14.62
24,Male,Tier 1,Computer Science,7.57,362,3,1,2,92,49,1508,109,2,6,7,94,42,1,11.95
20,Other,Tier 2,Mechanical,9.4,332,3,10,2,40,44,1450,94,0,8,2,67,94,1,16.43
22,Female,Tier 2,Data Science,7.19,329,1,10,6,51,79,1249,254,7,2,8,61,63,1,12.43
21,Other,Tier 3,Electronics,5.39,293,3,6,2,61,73,1731,14,0,4,3,50,66,1,13.81
19,Male,Tier 1,Computer Science,7.83,53,2,9,1,63,82,1389,28,1,10,4,93,93,1,16.34
20,Other,Tier 3,Data Science,6.18,109,4,7,7,86,93,1478,285,3,1,9,99,98,1,14.49
24,Female,Tier 2,Civil,6.21,66,1,8,5,79,56,1242,7,3,6,7,69,71,1,13.04
23,Male,Tier 3,Electronics,7.86,387,1,6,3,73,72,1467,129,1,6,8,68,80,1,10.66
25,Other,Tier 2,Mechanical,7.47,439,3,9,3,71,96,1299,152,4,4,4,55,100,1,13.41
23,Male,Tier 2,Civil,6.67,327,3,7,8,63,42,2086,230,3,6,3,94,37,1,11.55
20,Male,Tier 3,Computer Science,7.32,359,0,4,1,89,79,1479,17,4,6,10,80,65,1,10.14
25,Other,Tier 2,Electronics,7.83,539,1,0,9,84,75,1223,43,5,10,3,98,93,1,16.22
25,Female,Tier 1,Information Technology,7.43,191,2,4,5,84,97,1382,108,5,8,8,53,65,1,15.25
21,Female,Tier 2,Mechanical,7.43,20,0,3,3,98,82,1405,266,7,3,7,66,63,1,13.06
22,Female,Tier 2,AI/ML,8.45,124,2,4,4,91,59,1576,195,8,5,8,62,93,1,13.81
20,Female,Tier 3,Data Science,8.38,121,3,6,2,43,92,1524,72,6,8,3,86,84,1,18.16
25,Male,Tier 3,Data Science,7.14,218,0,8,6,40,79,1052,186,3,1,6,89,81,1,10.9
21,Other,Tier 3,Mechanical,7.18,340,1,5,7,87,73,1825,136,6,9,9,78,90,1,14.03
22,Male,Tier 2,Civil,7.74,0,2,2,4,46,63,1614,0,4,5,7,47,99,1,13.11
24,Female,Tier 3,Civil,7.76,0,0,9,6,96,57,1468,91,7,5,8,72,72,1,11.21
24,Female,Tier 1,Computer Science,7.98,535,1,3,4,67,95,1707,122,2,10,6,77,44,1,11.39
23,Male,Tier 1,Civil,8.57,225,0,0,3,76,87,859,27,6,3,10,56,44,1,9.22
22,Male,Tier 2,Data Science,6.09,402,2,7,4,94,53,1519,163,7,6,2,51,84,1,6.47
18,Male,Tier 3,Mechanical,7.97,344,0,8,8,100,48,823,20,0,10,10,53,49,1,15.65
23,Female,Tier 2,Information Technology,6.6,401,1,4,12,79,43,1453,78,1,4,10,94,72,1,10.9
20,Other,Tier 2,Civil,5.21,307,0,7,7,40,72,1030,0,4,6,1,71,52,1,7.0
23,Male,Tier 3,Electronics,6.29,337,2,4,8,50,79,1170,180,1,9,4,56,66,1,14.9
22,Female,Tier 3,Electronics,8.16,525,2,3,10,81,79,1614,166,8,2,10,57,91,1,11.24
19,Other,Tier 3,Computer Science,4.89,298,3,5,7,91,35,971,8,8,5,2,82,58,1,9.18
22,Other,Tier 2,Computer Science,7.85,394,2,9,8,55,48,1506,31,6,10,4,45,71,1,14.11
21,Male,Tier 2,Civil,8.61,210,1,2,5,45,56,1274,228,8,7,2,91,78,1,18.25
19,Other,Tier 2,Civil,6.87,5,3,0,4,48,84,1477,93,5,8,7,83,86,1,16.96
22,Male,Tier 1,AI/ML,5.92,112,3,7,11,70,82,1320,175,5,6,1,62,88,1,10.52
20,Female,Tier 3,Information Technology,8.27,176,0,7,2,46,83,920,52,5,3,2,100,86,1,8.78
19,Female,Tier 3,Information Technology,5.91,539,2,9,3,53,53,1498,204,7,7,10,85,54,1,11.41
23,Male,Tier 2,Civil,7.81,129,2,5,2,97,94,2049,99,2,7,10,47,67,1,12.06
21,Female,Tier 2,Information Technology,5.92,78,1,7,1,44,94,1004,258,8,2,5,92,42,1,9.6
24,Male,Tier 2,Electronics,6.91,743,0,5,6,92,91,1983,19,0,8,3,57,76,1,14.62
22,Female,Tier 2,Information Technology,6.84,230,1,9,5,83,88,1242,107,5,7,10,86,40,1,11.07
24,Female,Tier 3,Data Science,6.86,187,0,4,10,46,43,1614,160,7,4,8,54,81,1,10.96
19,Female,Tier 1,Computer Science,8.68,410,1,5,7,88,66,1911,60,5,5,2,83,100,1,10.83
25,Male,Tier 3,AI/ML,7.48,312,2,3,6,49,78,1100,146,8,10,1,66,44,1,10.94
25,Female,Tier 3,Electronics,6.86,54,0,10,11,56,71,1595,183,4,5,8,78,75,1,6.82
24,Female,Tier 3,Mechanical,4.5,487,0,6,12,54,68,1039,76,7,1,8,69,40,1,5.8
20,Female,Tier 3,AI/ML,8.36,391,2,3,1,71,67,1329,174,5,6,2,70,87,1,14.45
25,Male,Tier 2,Mechanical,7.51,344,3,7,3,56,44,1447,78,3,1,10,75,77,1,14.19
22,Male,Tier 3,Information Technology,7.36,248,1,7,12,79,50,1488,70,2,10,10,95,61,1,10.95
20,Female,Tier 3,Civil,6.57,283,0,1,1,44,43,1419,32,2,8,5,91,75,1,8.84
23,Female,Tier 3,Civil,5.98,223,2,4,8,55,44,2009,23,6,4,4,52,83,1,12.81
19,Female,Tier 3,Mechanical,5.8,365,2,3,10,91,44,1210,112,8,7,3,73,88,1,13.55
18,Female,Tier 3,Information Technology,7.29,286,1,1,5,59,76,1484,268,1,1,2,79,53,1,8.28
19,Female,Tier 2,Computer Science,7.06,251,1,6,10,58,98,1138,183,5,3,10,66,63,1,10.38
21,Male,Tier 3,Civil,8.01,262,3,8,10,84,74,1322,257,0,6,3,94,92,1,10.64
19,Female,Tier 3,AI/ML,7.82,459,2,2,12,47,88,928,117,1,10,5,71,95,1,15.6
19,Female,Tier 2,Information Technology,6.33,334,1,0,7,48,83,1948,178,5,8,9,88,46,1,15.92
22,Female,Tier 2,Computer Science,6.14,215,1,0,7,96,89,916,82,0,9,4,57,42,1,13.34
18,Female,Tier 3,AI/ML,7.46,167,2,0,12,96,90,1405,0,7,8,5,84,73,1,13.84
22,Female,Tier 3,Mechanical,8.75,18,4,9,4,59,49,1441,229,2,4,5,68,49,1,12.96
19,Male,Tier 3,Civil,7.0,424,1,7,2,74,90,2359,140,1,6,10,68,58,1,12.79
19,Male,Tier 2,Computer Science,6.03,304,3,6,10,94,57,1339,147,8,6,8,76,46,1,13.69
22,Female,Tier 1,AI/ML,6.97,444,1,3,9,47,36,1641,62,5,3,1,54,70,1,8.71
22,Male,Tier 2,Electronics,8.65,417,1,7,2,50,59,1547,16,7,2,9,51,36,1,11.62
25,Other,Tier 3,Electronics,7.72,111,1,0,10,81,81,2109,23,2,7,7,68,40,1,10.62
18,Male,Tier 2,Computer Science,7.42,439,3,2,3,53,99,800,52,8,9,4,79,76,1,9.27
20,Other,Tier 1,Mechanical,8.51,123,0,2,5,47,79,2032,0,5,3,9,88,84,1,9.57
25,Male,Tier 2,Computer Science,6.83,318,0,7,12,59,86,1467,67,7,3,1,59,36,1,5.47
22,Female,Tier 1,Electronics,6.92,219,2,0,10,92,65,1278,226,4,9,1,77,91,1,13.11
24,Female,Tier 3,Civil,8.65,325,1,8,9,81,47,1643,188,4,7,8,98,74,1,14.45
21,Female,Tier 3,Civil,6.81,322,3,8,5,70,79,1753,160,8,2,2,48,96,1,9.18
23,Male,Tier 1,AI/ML,8.01,361,1,2,11,74,41,1745,94,8,7,8,99,61,1,11.72
21,Female,Tier 2,Mechanical,7.16,390,2,10,4,41,91,943,122,8,3,7,68,92,1,8.05
22,Female,Tier 1,Data Science,5.79,413,0,10,3,86,93,1542,30,6,9,2,52,45,1,12.61
19,Female,Tier 3,Computer Science,6.59,312,0,4,3,100,80,1603,173,2,9,3,87,98,1,13.78
20,Other,Tier 2,Computer Science,7.0,215,2,10,1,89,63,1920,49,5,2,9,67,50,1,12.63
25,Other,Tier 2,Electronics,6.54,257,2,9,9,90,61,2070,21,0,8,9,74,68,1,10.16
19,Male,Tier 3,Civil,8.61,286,0,6,6,71,67,1203,109,3,10,9,81,59,1,13.49
25,Female,Tier 3,Data Science,6.92,453,1,6,7,48,63,1131,102,4,7,5,67,50,1,10.18
25,Male,Tier 1,Electronics,6.99,151,0,1,10,65,35,1560,108,2,3,7,97,95,1,11.66
20,Female,Tier 2,Mechanical,8.54,73,2,1,2,58,90,1500,0,0,7,1,97,48,1,14.44
18,Male,Tier 3,AI/ML,7.75,200,1,2,9,58,82,1587,145,3,3,8,57,65,1,12.97
25,Other,Tier 2,Data Science,6.0,412,0,1,5,42,54,1337,0,6,7,4,87,93,1,9.06
24,Female,Tier 3,Mechanical,5.94,169,2,9,8,77,38,1149,0,6,5,7,53,67,1,8.31
19,Other,Tier 1,Mechanical,7.18,463,2,2,1,96,60,1497,72,5,8,3,76,44,1,11.42
21,Other,Tier 3,Electronics,5.92,210,0,5,10,62,72,1380,164,4,9,1,56,43,1,10.72
25,Female,Tier 2,AI/ML,8.59,55,2,0,10,91,47,1056,152,3,3,6,68,92,1,12.19
21,Other,Tier 3,Data Science,6.64,132,0,6,3,81,65,965,0,8,2,6,59,61,1,8.57
20,Male,Tier 2,Civil,6.06,294,4,9,3,71,88,1430,68,3,6,4,86,62,1,12.42
18,Male,Tier 2,Civil,8.29,127,1,6,12,89,85,1778,228,2,2,7,81,60,1,12.52
24,Other,Tier 2,Data Science,6.82,220,0,9,11,94,74,1719,92,7,2,9,79,84,1,14.84
19,Male,Tier 1,Data Science,6.41,354,2,2,11,93,77,1779,0,6,10,3,52,94,1,13.95
22,Female,Tier 1,Information Technology,6.89,201,2,4,5,45,93,1799,102,7,8,3,51,87,1,16.19
19,Male,Tier 3,Data Science,5.94,74,1,1,4,75,90,1341,70,4,5,2,48,98,1,9.3
20,Female,Tier 2,Computer Science,4.9,406,3,2,7,48,99,1577,161,1,6,2,86,56,1,10.27
24,Female,Tier 2,Computer Science,7.75,576,2,9,11,78,80,1652,120,8,5,8,79,88,1,13.3
19,Male,Tier 2,Civil,8.43,77,0,2,1,42,99,1411,122,3,7,8,90,59,1,13.59
22,Female,Tier 1,AI/ML,6.47,0,1,8,8,53,78,1470,309,4,8,1,70,49,1,13.13
24,Other,Tier 3,AI/ML,6.03,175,0,4,3,77,50,1356,246,3,7,7,53,92,1,10.66
24,Female,Tier 3,Information Technology,8.3,279,0,3,12,83,52,1478,39,2,6,2,67,95,1,14.03
23,Female,Tier 2,Information Technology,6.66,418,1,6,6,71,77,1459,112,7,8,1,48,71,1,10.95
23,Male,Tier 2,Data Science,6.73,181,2,9,7,95,75,1465,246,5,2,7,85,86,1,8.5
23,Other,Tier 1,Computer Science,7.33,516,3,4,9,77,43,1037,86,4,10,10,59,55,1,16.68
22,Female,Tier 2,Civil,5.99,477,2,8,1,40,36,1890,141,0,8,10,72,53,1,6.68
22,Female,Tier 1,Civil,6.72,398,1,6,5,76,74,1321,120,5,4,5,62,42,1,15.33
19,Female,Tier 2,Civil,7.52,284,1,0,7,67,79,1317,245,5,3,9,88,76,1,13.67
20,Female,Tier 1,Civil,6.72,141,3,2,6,70,44,1164,83,5,4,2,65,35,1,11.12
22,Other,Tier 3,Civil,7.32,377,0,3,10,52,46,1173,63,2,2,1,82,42,1,9.24
21,Male,Tier 2,Information Technology,7.53,98,2,2,11,40,86,930,100,1,6,3,65,92,1,13.37
22,Female,Tier 2,Data Science,7.07,233,2,10,1,62,56,1742,214,6,7,9,84,53,1,13.03
24,Male,Tier 3,AI/ML,7.32,525,3,7,1,56,69,1361,86,0,10,3,99,84,1,12.26
24,Male,Tier 1,AI/ML,7.88,33,3,5,11,79,39,1228,38,7,5,6,80,77,1,11.34
22,Female,Tier 3,Electronics,8.71,270,4,10,5,74,100,893,145,1,9,6,87,52,1,18.48
